"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant","Underground Storage Tanks"
"6054","2011BAZ1035","CAMPBELL TRACTOR NAMPA","2014 FRANKLIN BLVD","NAMPA","Canyon","Underground Storage Tanks","43.602742","-116.5522","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6052","2011BAZ1032","CAMP CALDWELL CMPGRD","21830 TOWNS CIR","CALDWELL","Canyon","Underground Storage Tanks","43.6855","-116.68705","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6053","2011BAZ1033","CAMP FOUR ECHO","RT 2 BOX 63","WORLEY","Kootenai","Underground Storage Tanks","47.47073","-116.93154","Underground Storage Tanks","","Underground Storage Tanks"
"6055","2011BAZ1036","CAMPO OIL CO INC","412 S PENNSYLVANIA AVE (PO BOX 316)","FRUITLAND","Payette","Underground Storage Tanks","44.00722","-116.91339","Underground Storage Tanks","","Underground Storage Tanks"
"8155","2011BAZ1037","CAMPOS FAST & EASY","931 S MAIN","PAYETTE","Payette","Underground Storage Tanks","44.064559","-116.928914","Underground Storage Tanks","","Underground Storage Tanks"
"6056","2011BAZ1038","CAMPOS FAST & EASY 2","711 COURT ST","WEISER","Washington","Underground Storage Tanks","44.24657","-116.95816","Underground Storage Tanks","","Underground Storage Tanks"
"8156","2011BAZ1039","CANFOR USA CORP","240 W TAYLOR ST","MERIDIAN","Ada","Underground Storage Tanks","43.60664","-116.39794","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2982","2011BAZ1042","CANYON CNTY SHOP","1323 E CHICAGO ST","CALDWELL","Canyon","Underground Storage Tanks","43.665506","-116.677684","Underground Storage Tanks","","Underground Storage Tanks"
"6057","2011BAZ1044","CANYON CORNER","35 W HOPPER","CAMBRIDGE","Washington","Underground Storage Tanks","44.5718","-116.6772","Underground Storage Tanks","","Underground Storage Tanks"
"6058","2011BAZ1046","CANYON HIGHWAY DIST NO 4","15435 HWY 44","CALDWELL","Canyon","Underground Storage Tanks","43.705235","-116.70118","Underground Storage Tanks","","Underground Storage Tanks"
"6059","2011BAZ1047","CANYON OPERATIONS CENTER","2420 CHACARTEQUI LN","NAMPA","Canyon","Underground Storage Tanks","43.61916","-116.61118","Underground Storage Tanks","","Underground Storage Tanks"
"6060","2011BAZ1048","CANYON POOL & SPA","623 3RD ST S","NAMPA","Canyon","Underground Storage Tanks","43.58089","-116.56744","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8137","2011BAZ975","C & A PAVING","4015 S BANNER ST","BOISE","Ada","Underground Storage Tanks","43.56626","-116.26254","Underground Storage Tanks","","Underground Storage Tanks"
"8157","2011BAZ1049","CAPITAL PAVING CO","2319 S EMPIRE WY","BOISE","Ada","Underground Storage Tanks","43.58096","-116.25888","Underground Storage Tanks","","Underground Storage Tanks"
"6061","2011BAZ1053","CAPTAINS TABLE","6855 GARFIELD BAY RD","SANDPOINT","Bonner","Underground Storage Tanks","48.18572","-116.43027","Underground Storage Tanks","","Underground Storage Tanks"
"6062","2011BAZ1054","CAPTIN HOOK BAIT CO","111 N MIDLAND BLVD","NAMPA","Canyon","Underground Storage Tanks","43.56821","-116.5933","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8158","2011BAZ1056","CARDONS","2010 1ST ST","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.49647","-111.99362","Underground Storage Tanks","","Underground Storage Tanks"
"2989","2011BAZ1057","CAREY DISPOSAL SITE","HWY 26 ADJACENT DITCH","CAREY","Blaine","Underground Storage Tanks","","","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"112869","2015BAZ109","CAREY HAWKINS","3505 OVERLAND RD","BOISE","Ada","Underground Storage Tanks","43.589569","-116.225197","Underground Storage Tanks","","Underground Storage Tanks"
"6063","2011BAZ1058","CAREY SCHOOL","PANTHER & SCHOOL ST","CAREY","Blaine","Underground Storage Tanks","43.3144","-113.94305","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8159","2011BAZ1060","CAREYWOOD STORE","1202 HWY 95 S","CAREYWOOD","Bonner","Underground Storage Tanks","48.0342","-116.64301","Underground Storage Tanks","","Underground Storage Tanks"
"13771","2011BAZ1065","CARIBOU CNTY ROAD & BRIDGE SHOP","11 W HOOPER AVE","SODA SPRINGS","Caribou","Underground Storage Tanks","42.659","-111.604","Underground Storage Tanks","","Underground Storage Tanks"
"6064","2011BAZ1064","CARIBOU CNTY ROAD & BRIDGE SHOP","309 W 1ST N","GRACE","Caribou","Underground Storage Tanks","42.65896","-111.60397","Underground Storage Tanks","","Underground Storage Tanks"
"13770","2011BAZ1063","CARIBOU CNTY ROAD & BRIDGE SHOP","204 S 1 E","BANCROFT","Caribou","Underground Storage Tanks","42.718","-111.885","Underground Storage Tanks","","Underground Storage Tanks"
"8160","2011BAZ1068","CARL D JOHNSON","HC 69 BOX 3080","TERRETON","Jefferson","Underground Storage Tanks","43.79809","-112.40606","Underground Storage Tanks","","Underground Storage Tanks"
"6069","2011BAZ1074","CARLIN BAY RESORT","33917 HWY 97","HARRISON","Kootenai","Underground Storage Tanks","47.53648","-116.77479","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2995","2011BAZ1069","CARL NELSON TRUST","505 FROMELT RD","PIERCE","Clearwater","Underground Storage Tanks","46.485955","-115.799943","Underground Storage Tanks","","Underground Storage Tanks"
"6067","2011BAZ1070","CARL PITTS","RT 2 BOX 145","OLDTOWN","Bonner","Underground Storage Tanks","48.16657","-117.02474","Underground Storage Tanks","","Underground Storage Tanks"
"8161","2011BAZ1071","CARL RAASCH","6631 USTICK","BOISE","Ada","Underground Storage Tanks","43.63364","-116.26457","Underground Storage Tanks","","Underground Storage Tanks"
"6070","2011BAZ1076","CARLS CYCLES","5550 W STATE ST","BOISE","Ada","Underground Storage Tanks","43.65628","-116.25761","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6071","2011BAZ1077","CARLSENS PHILLIPS 66","114 N MAIN","PARIS","Bear Lake","Underground Storage Tanks","42.22992","-111.40075","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6068","2011BAZ1072","CARL ZITLAU 1","HWY 26 (T02N R42E S27)","SWAN VALLEY","Bonneville","Underground Storage Tanks","43.4788","-111.49504","Underground Storage Tanks","","Underground Storage Tanks"
"8162","2011BAZ1073","CARL ZITLAU 2","392 N 4500 E","RIGBY","Jefferson","Underground Storage Tanks","43.68376","-111.80421","Underground Storage Tanks","","Underground Storage Tanks"
"13861","2011BAZ3693","CARMAX","4043 E ELDEN GRAY ST","MERIDIAN","Ada","Underground Storage Tanks","43.620722","-116.343343","Underground Storage Tanks","","Underground Storage Tanks"
"8163","2011BAZ1078","CARNATION PROCESSED POTATOES","MIDDLETON RD & RR TRACKS","NAMPA","Canyon","Underground Storage Tanks","43.6152","-116.6078","Underground Storage Tanks","","Underground Storage Tanks"
"8164","2011BAZ1079","CAROL ODERMOTT","940 CALDWELL BLVD","NAMPA","Canyon","Underground Storage Tanks","43.59893","-116.59293","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6072","2011BAZ1080","CAROUSEL GAS & TIRE INC","402 N DIVISION ST","PINEHURST","Shoshone","Underground Storage Tanks","47.54007","-116.23228","Underground Storage Tanks","","Underground Storage Tanks"
"8165","2011BAZ1081","CARPET COUNTRY","6225 OVERLAND RD","BOISE","Ada","Underground Storage Tanks","43.58958","-116.25979","Underground Storage Tanks","","Underground Storage Tanks"
"8166","2011BAZ1082","CARRS HOME LUMBER CO INC","120 S 3RD E","MOUNTAIN HOME","Elmore","Underground Storage Tanks","43.13155","-115.69174","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6073","2011BAZ1084","CARTERS SERVICE","507 CENTER ST","MCCAMMON","Bannock","Underground Storage Tanks","42.65115","-112.19284","Underground Storage Tanks","","Underground Storage Tanks"
"8167","2011BAZ1086","CASCADE FENCE CO","4560 S ORCHARD","BOISE","Ada","Underground Storage Tanks","43.56079","-116.24305","Underground Storage Tanks","","Underground Storage Tanks"
"6074","2011BAZ1087","CASCADE MEDICAL CENTER","402 OLD STATE HWY","CASCADE","Valley","Underground Storage Tanks","44.51812","-116.04916","Underground Storage Tanks","","Underground Storage Tanks"
"6075","2011BAZ1088","CASCADE SAWMILL","MILL ST","CASCADE","Valley","Underground Storage Tanks","44.51324","-116.03657","Underground Storage Tanks","","Underground Storage Tanks"
"6076","2011BAZ1089","CASCADE STATION MP 99","CASCADE STATION","CASCADE","Valley","Underground Storage Tanks","44.51421","-116.0377","Underground Storage Tanks","","Underground Storage Tanks"
"112868","2015BAZ108","CASEY SMIT","161 CALDWELL BLVD","NAMPA","Canyon","Underground Storage Tanks","43.586449","-116.575856","Underground Storage Tanks","","Underground Storage Tanks"
"6077","2011BAZ1092","CASH & CARRY CARPET","5880 & 5862 W FRANKLIN RD","BOISE","Ada","Underground Storage Tanks","43.60418","-116.25427","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"3001","2011BAZ1093","CASSIA CNTY ROADS UNORG","CASSIA CNTY RD","ALMO","Cassia","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"6078","2011BAZ1095","CASSIA MEMORIAL HOSPITAL","2303 PARKE AVE","BURLEY","Cassia","Underground Storage Tanks","42.52501","-113.80264","Underground Storage Tanks","","Underground Storage Tanks"
"8168","2011BAZ1098","CASTLES CORNER","19601 QUEENS CROWN RD","CAREY","Blaine","Underground Storage Tanks","43.30192","-113.94615","Underground Storage Tanks","","Underground Storage Tanks"
"110331","2013BAZ432","CASTLES CORNER SHELL","1662 PARK VIEW DR","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.593349","-114.489587","Underground Storage Tanks","","Underground Storage Tanks"
"8169","2011BAZ1099","CATALDO FOREST PROTECTIVE DIST","ACCESS RD KINGSTON CATALDO","KINGSTON","Shoshone","Underground Storage Tanks","47.54964","-116.2944","Underground Storage Tanks","","Underground Storage Tanks"
"6079","2011BAZ1100","CATALDO INN","40180 RIVERVIEW RD","CATALDO","Kootenai","Underground Storage Tanks","47.54907","-116.32906","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6080","2011BAZ1103","CATTLE FEEDLOT","2360 E 2650 N","HAMER","Jefferson","Underground Storage Tanks","44.00742","-112.22076","Underground Storage Tanks","","Underground Storage Tanks"
"8170","2011BAZ1104","CAVANAUGH BAY MARINA","CAVANAUGH BAY 52","COOLIN","Bonner","Underground Storage Tanks","48.523","-116.82359","Underground Storage Tanks","","Underground Storage Tanks"
"8141","2011BAZ987","C B EATON & SONS INC","CORNER IDAHO ST & D AVE","WENDELL","Gooding","Underground Storage Tanks","42.77149","-114.70367","Underground Storage Tanks","","Underground Storage Tanks"
"112873","2015BAZ113","C BLAINE WARING","125 MAIN ST","DUBOIS","Clark","Underground Storage Tanks","44.176229","-112.229574","Underground Storage Tanks","","Underground Storage Tanks"
"8138","2011BAZ979","C & C EXCAVATING INC","SW CORNER SW 1/4 SE 1/4","DONNELLY","Valley","Underground Storage Tanks","44.66133","-116.04699","Underground Storage Tanks","","Underground Storage Tanks"
"8139","2011BAZ980","C & C QUICK STOP","5499 HWY 72","NEW PLYMOUTH","Payette","Underground Storage Tanks","43.95237","-116.7727","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6081","2011BAZ1110","CDS STONERIDGE ASSOCIATION LAND LC","364 STONERIDGE RD","BLANCHARD","Bonner","Underground Storage Tanks","48.01024","-116.99669","General Remediation, Underground Storage Tanks","","Underground Storage Tanks"
"3012","2011BAZ1111","CECIL STANGER","3949 E 2800 N","HANSEN","Twin Falls","Underground Storage Tanks","42.429658","-114.324435","Underground Storage Tanks","","Underground Storage Tanks"
"8171","2011BAZ1113","CEDAR POINT TRUCKING INC","1272 N YELLOWSTONE HWY (900 OLD HWY 33)","REXBURG","Madison","Underground Storage Tanks","43.85232","-111.76925","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8172","2011BAZ1115","CEDAR VIEW SUPPER CLUB","2525 HWY 30","SODA SPRINGS","Caribou","Underground Storage Tanks","42.66022","-111.63802","Underground Storage Tanks","","Underground Storage Tanks"
"6082","2011BAZ1116","CEMSTONE INC","HWY 30 & W PHILBIN RD(T6S R34E SEC 17)","POCATELLO","Bannock","Underground Storage Tanks","42.901847","-112.498143","Underground Storage Tanks","","Underground Storage Tanks"
"8173","2011BAZ1117","CENEX BULK PLANT","RAILROAD ST","COUNCIL","Adams","Underground Storage Tanks","44.73117","-116.44354","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6083","2011BAZ1118","CENEX FEED & SEED","2290 IONA RD","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.525","-111.98878","Underground Storage Tanks","","Underground Storage Tanks"
"13772","2011BAZ1119","CENEX LAND O LAKES","2003 S HWY 191","REXBURG","Madison","Underground Storage Tanks","43.797","-111.815","Underground Storage Tanks","","Underground Storage Tanks"
"8174","2011BAZ1120","CENEX LAND O LAKES","445 E 200 N","REXBURG","Madison","Underground Storage Tanks","43.7969","-111.81537","Underground Storage Tanks","","Underground Storage Tanks"
"8176","2011BAZ1121","CENEX LAND O LAKES AGRONO","OLD HWY OR SELTICE WAY","POST FALLS","Kootenai","Underground Storage Tanks","47.7182","-117.00603","Underground Storage Tanks","","Underground Storage Tanks"
"13773","2011BAZ1123","CENEX LTD","314 S 500 E FALLS CITY RAILROAD CROSSING","JEROME","Jerome","Underground Storage Tanks","42.678713","-114.42288","Underground Storage Tanks","","Underground Storage Tanks"
"3015","2011BAZ1122","CENEX LTD","1234 HANSEN","BURLEY","Cassia","Underground Storage Tanks","42.537","-113.791","Underground Storage Tanks","","Underground Storage Tanks"
"112813","2015BAZ68","CENTENNIAL PROPERTIES","2125 WARM SPRINGS RD","BOISE","Ada","Underground Storage Tanks","43.601158","-116.168365","Underground Storage Tanks","","Underground Storage Tanks"
"8178","2011BAZ1125","CENTENNIAL TRACTOR","9310 W KOCH CIRCLE (1ST & MAIN)","HAMMETT","Elmore","Underground Storage Tanks","42.949173","-115.465731","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8179","2011BAZ1126","CENTRAL AUTO SALES","695 HWY 30","FILER","Twin Falls","Underground Storage Tanks","42.56357","-114.6137","Underground Storage Tanks","","Underground Storage Tanks"
"3017","2011BAZ1127","CENTRAL EQUIPMENT CO","2700 1/2 S 5TH AVE","POCATELLO","Bannock","Underground Storage Tanks","42.847535","-112.420555","Underground Storage Tanks","","Underground Storage Tanks"
"6084","2011BAZ1128","CENTRAL FARMERS PLANT SITE","T10S R44E SEC 24-25; GEORGETOWN CANYON & FS 102 RDS","GEORGETOWN","Bear Lake","Underground Storage Tanks","42.531222","-111.2623","National Priorities List (NPL), RCRA Hazardous Waste Site, Underground Storage Tanks","yes","Underground Storage Tanks"
"8180","2011BAZ1129","CENTRAL PRE-MIX CONCRETE","2500 W SELTICE","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.70015","-116.81373","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6085","2011BAZ1130","CENTRAL SERVICE","102 BANNOCK","MALAD CITY","Oneida","Underground Storage Tanks","42.18879","-112.24971","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8181","2011BAZ1131","CENTURY 21 BLDG","500 W LAKE ST","MCCALL","Valley","Underground Storage Tanks","44.91191","-116.1204","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6086","2011BAZ1132","CENTURY EQUIPMENT","1855 S COLE RD","BOISE","ADA","Underground Storage Tanks","43.58725","-116.27541","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8182","2011BAZ1133","CENTURY PUBLISHING CO","5710 E SELTICE WAY","POST FALLS","Kootenai","Underground Storage Tanks","47.70455","-116.87025","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8183","2011BAZ1134","CENTURY TELEPHONE OF IDAH0","111 S TERRACE ST","SALMON","Lemhi","Underground Storage Tanks","45.17551","-113.89723","Underground Storage Tanks","","Underground Storage Tanks"
"6038","2011BAZ988","C G BILLMEYERS","657 S 1ST ST","POCATELLO","Bannock","Underground Storage Tanks","42.85928","-112.44266","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6087","2011BAZ1136","CHAD HOLDAWAY FARMS","BOX 25","TERRETON","Jefferson","Underground Storage Tanks","43.81168","-112.44923","Underground Storage Tanks","","Underground Storage Tanks"
"8184","2011BAZ1137","CHAFFIN OLDSMOBILE","445 WHITTIER","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.50326","-112.02523","Underground Storage Tanks","","Underground Storage Tanks"
"6088","2011BAZ1138","CHALLENGER PALLET & SUPPLY","24 N 3210 E","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.62684","-112.06106","Underground Storage Tanks","","Underground Storage Tanks"
"8185","2011BAZ1139","CHALLIS AVIATION","CHALLIS MUNICIPAL AIRPORT","CHALLIS","Custer","Underground Storage Tanks","44.52129","-114.21544","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6089","2011BAZ1140","CHALLIS CREEK CATTLE CO","3750 PAHSIMEROI RD","MAY","Lemhi","Underground Storage Tanks","44.42064","-113.65904","Underground Storage Tanks","","Underground Storage Tanks"
