"Site Number","Name","Alias","Address","Town","County","Acres","IC_Controls","Status","Substatus","Status Date","Program","Latitude","Longitude"
"REM00341","SAINT GEORGE MUNICIPAL LANDFILL","SAINT GEORGE DUMP","WALLSTON ROAD","ST GEORGE","KNOX",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",43.97182,-69.22861
"REM00342","SAINT JOHN PLANTATION MUNICIPAL LANDFILL","","ROUTE 161","ST JOHN PLT","AROOSTOOK",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",47.2088,-68.79368
"REM00310","SANFORD MUNICIPAL LANDFILL","RUSHTON STREET LANDFILL","RUSHTON STREET","SANFORD","YORK",18,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/01/2004,"LANDFILL CLOSURE",43.43464,-70.75661
"REM00310","SANFORD MUNICIPAL LANDFILL","RUSHTON STREET LANDFILL","RUSHTON STREET","SANFORD","YORK",18,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/01/2004,"UNCONTROLLED SITES",43.43464,-70.75661
"REM00312","SANGERVILLE MUNICIPAL LANDFILL","","ROUTE 23","SANGERVILLE","PISCATAQUIS",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",45.14223,-69.34474
"REM00315","SEARSMONT MUNICIPAL LANDFILL","","CRIE ROAD","SEARSMONT","WALDO",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.35883,-69.13326
"REM00316","SEARSPORT MUNICIPAL LANDFILL","","DUMP ROAD","SEARSPORT","WALDO",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",44.45408,-68.95934
"REM00317","SEBAGO MUNICIPAL LANDFILL","SEBAGO TOWN DUMP","LONG HILL ROAD","SEBAGO","CUMBERLAND",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",43.86484,-70.64759
"REM00320","SHAPLEIGH MUNICIPAL LANDFILL","SHAPLEIGH TOWN DUMP","ROUTE 11","SHAPLEIGH","YORK",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",43.57315,-70.8615
"REM00321","SHERMAN MUNICIPAL LANDFILL","SHERMAN TOWN DUMP","EXTRACT ROAD","SHERMAN","AROOSTOOK",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",45.85899,-68.37991
"REM00323","SIDNEY MUNICIPAL LANDFILL","","RT 23/TIFFANY ROAD","SIDNEY","KENNEBEC",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",44.46456,-69.7542
"REM00326","SMITHFIELD MUNICIPAL LANDFILL","SMITHFIELD DUMP","SAND HILL ROAD","SMITHFIELD","SOMERSET",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1988,"LANDFILL CLOSURE",44.6659,-69.83662
"REM00328","SOLON MUNICIPAL LANDFILL","SOLON DUMP","RIVER ROAD","SOLON","SOMERSET",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.91321,-69.84765
"REM00333","SOUTH PORTLAND MUNICIPAL LANDFILL","","HIGHLAND AVE","SOUTH PORTLAND","CUMBERLAND",15,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1998,"UNCONTROLLED SITES",43.61656,-70.28926
"REM00333","SOUTH PORTLAND MUNICIPAL LANDFILL","","HIGHLAND AVE","SOUTH PORTLAND","CUMBERLAND",15,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1998,"LANDFILL CLOSURE",43.61656,-70.28926
"REM00335","SOUTH THOMASTON DEMO DEBRIS LANDFILL","SOUTH THOMASTON STUMP DUMP","STUMP DUMP RD/OFF RT 73","SOUTH THOMASTON","KNOX",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",44.04625,-69.13753
"REM00345","STETSON MUNICIPAL LANDFILL","STETSON TOWN DUMP","ROUTE 222","LEVANT","PENOBSCOT",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1988,"LANDFILL CLOSURE",44.9004,-69.03127
"REM00346","STOCKHOLM MUNICIPAL LANDFILL","STOCKHOLM DUMP","MAIN STREET","STOCKHOLM","AROOSTOOK",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",47.051,-68.14267
"REM00348","STRONG MUNICIPAL LANDFILL","","BURBANK HILL ROAD","STRONG","FRANKLIN",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/24/2013,"LANDFILL CLOSURE",44.81849,-70.22758
"REM00349","SULLIVAN MUNICIPAL LANDFILL - EAST","EAST SULLIVAN TOWN DUMP","TRUNK LAKE ROAD","SULLIVAN","HANCOCK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.51784,-68.134
"REM00350","SULLIVAN MUNICIPAL LANDFILL - NORTH","NORTH SULLIVAN MUNICIPAL LANDFILL","QUARRY DUMP ROAD","SULLIVAN","HANCOCK",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.55133,-68.23849
"REM00352","SWANVILLE MUNICIPAL LANDFILL","SWANVILLE DUMP","SWAN LAKE AVE (RT 141)","SWANVILLE","WALDO",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",44.48902,-69.00612
"REM00354","TEMPLE MUNICIPAL LANDFILL","TEMPLE TOWN DUMP","MAPLE STREET","TEMPLE","FRANKLIN",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.68717,-70.22033
"REM00356","THOMASTON MUNICIPAL LANDFILL","THOMASTON WOOD/DEMO LANDFILL","68 ANNA BELLE LANE","THOMASTON","KNOX",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1977,"LANDFILL CLOSURE",44.0878,-69.17333
"REM00357","TOPSFIELD MUNICIPAL LANDFILL","TOPSFIELD DUMP","ROUTE 6","TOPSFIELD","WASHINGTON",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",45.42687,-67.71202
"REM00358","TOPSHAM MUNICIPAL LANDFILL","","FORESIDE ROAD","TOPSHAM","SAGADAHOC",11,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",43.93579,-69.91676
"REM00359","TREMONT MUNICIPAL LANDFILL","TREMONT DUMP","ROUTE 102A","TREMONT","HANCOCK",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",44.24985,-68.34192
"REM00362","TURNER MUNICIPAL LANDFILL","","SNELL HILL ROAD","TURNER","ANDROSCOGGIN",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.24227,-70.26963
"REM00362","TURNER MUNICIPAL LANDFILL","","SNELL HILL ROAD","TURNER","ANDROSCOGGIN",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"UNCONTROLLED SITES",44.24227,-70.26963
"REM00363","UNION MUNICIPAL LANDFILL","UNION TOWN DUMP","BUMP HILL ROAD","UNION","KNOX",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.21953,-69.33939
"REM00364","UNITY MUNICIPAL LANDFILL","UNITY TOWN DUMP","CROSBY BROOK RD (DUMP RD)","UNITY","WALDO",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.58739,-69.29231
"REM00365","UPTON MUNICIPAL LANDFILL","","EAST "B" HILL ROAD","UPTON","OXFORD",1,"TRUE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",07/31/2004,"LANDFILL CLOSURE",44.68793,-70.96746
"REM00368","VASSALBORO MUNICIPAL LANDFILL","","LOMBARD DAM ROAD","VASSALBORO","KENNEBEC",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1990,"LANDFILL CLOSURE",44.46353,-69.60385
"REM00370","VIENNA MUNICIPAL LANDFILL","VIENNA TOWN DUMP","TOWER ROAD","VIENNA","KENNEBEC",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",44.56265,-70.03177
"REM00371","VINALHAVEN MUNICIPAL LANDFILL","VINALHAVEN DUMP","ROUND ISLAND ROAD","VINALHAVEN","KNOX",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1997,"LANDFILL CLOSURE",44.0706,-68.80771
"REM00372","WALDO MUNICIPAL LANDFILL","WALDO TOWN DUMP","SAVAGE ROAD","WALDO","WALDO",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",44.46173,-69.14394
"REM00374","WALDOBORO - BACK BROOK DUMP SITE","WALDOBORO DUMP","OLD RT 1 (COLES HILL RD)","WALDOBORO","LINCOLN",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1976,"LANDFILL CLOSURE",44.09985,-69.35978
"REM00373","WALDOBORO MUNICIPAL LANDFILL","","NORTH NOBLEBORO ROAD","WALDOBORO","LINCOLN",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1991,"LANDFILL CLOSURE",44.13783,-69.43428
"REM00375","WALLAGRASS MUNICIPAL LANDFILL","WALLAGRASS DUMP","SOLDIER POND ROAD","WALLAGRASS","AROOSTOOK",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1991,"LANDFILL CLOSURE",47.15632,-68.5839
"REM00377","WARREN MUNICIPAL LANDFILL","","OLD AUGUSTA ROAD","WARREN","KNOX",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/23/2014,"LANDFILL CLOSURE",44.16078,-69.30195
"REM00266","OTIS MUNICIPAL LANDFILL","OTIS DUMP","ROUTE 180","OTIS","HANCOCK",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.70241,-68.43678
"REM00379","WASHINGTON MUNICIPAL LANDFILL","WASHINGTON DUMP","VANNER ROAD","WASHINGTON","KNOX",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1997,"LANDFILL CLOSURE",44.26286,-69.40366
"REM00382","WATERVILLE MUNICIPAL LANDFILL","","WEBB ROAD","WATERVILLE","KENNEBEC",56,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1998,"LANDFILL CLOSURE",44.52166,-69.70389
"REM00384","WELD MUNICIPAL LANDFILL","WELD TOWN DUMP","ROUTE 142","WELD","FRANKLIN",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/02/2014,"LANDFILL CLOSURE",44.73506,-70.46062
"REM00385","WELLS MUNICIPAL LANDFILL","","ROUTE 9","WELLS","YORK",20,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",43.31252,-70.62385
"REM00386","WESLEY MUNICIPAL LANDFILL","WESLEY DUMP","ROUTE 9","CRAWFORD","WASHINGTON",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",45.00115,-67.62172
"REM00001","ABBOT MUNICIPAL LANDFILL","","RT 6/15","ABBOT","PISCATAQUIS",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",45.19172,-69.4481
"REM00004","ALBION MUNICIPAL LANDFILL","ALBION DUMP","SOUTH FREEDOM RD.","ALBION","KENNEBEC",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.52024,-69.42875
"REM00005","ALEXANDER MUNICIPAL LANDFILL","","SPEARIN RD.","ALEXANDER","WASHINGTON",3,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",45.08743,-67.45611
"REM00007","ALFRED STUMP DUMP","","SWETTS BRIDGE RD.","ALFRED","YORK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",43.45868,-70.7122
"REM00008","ALLAGASH PLT. MUNICIPAL LANDFILL","","INN ROAD (MICHAUD FARM RD)","ALLAGASH","AROOSTOOK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",47.07452,-69.0729
"REM00009","ALNA MUNICIPAL LANDFILL","","RT 218/WEST ALNA RD.","ALNA","LINCOLN",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",44.08582,-69.64021
"REM00010","AMITY MUNICIPAL LANDFILL","","MONUMENT RD","AMITY","AROOSTOOK",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",45.95199,-67.82454
"REM00013","ANSON MAD. SAN. DIST. SLUDGE LANDFILL","","ARNOLD ST","ANSON","SOMERSET",0,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",08/31/2002,"LANDFILL CLOSURE",44.79247,-69.89245
"REM00016","ASHLAND MUNICIPAL LANDFILL","","SHERIDAN RD","ASHLAND","AROOSTOOK",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/04/2014,"LANDFILL CLOSURE",46.66439,-68.36665
"REM00017","ATHENS MUNICIPAL LANDFILL","","DORE HILL RD","ATHENS","SOMERSET",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.96721,-69.63268
"REM00021","HATCH HILL LANDFILL EXPANSION I","","HATCH HILL RD","AUGUSTA","KENNEBEC",18,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",44.32161,-69.70851
"REM00022","HATCH HILL LANDFILL EXPANSION II","","HATCH HILL RD","AUGUSTA","KENNEBEC",2,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",07/31/2000,"LANDFILL CLOSURE",44.31974,-69.70696
"REM00024","AURORA MUNICIPAL LANDFILL","","RT 9","AURORA","HANCOCK",3,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/02/2015,"LANDFILL CLOSURE",44.85842,-68.28984
"REM00025","BAILEYVILLE MUNICIPAL LANDFILL","","OFF RT 1","BAILEYVILLE","WASHINGTON",5,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",45.13203,-67.39687
"REM00026","BANGOR MUNICIPAL LANDFILL","","HOGAN RD","BANGOR","PENOBSCOT",16,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.85694,-68.73948
"REM00027","BANGOR DEMO DEBRIS LANDFILL","","HOGAN RD","BANGOR","PENOBSCOT",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1999,"LANDFILL CLOSURE",44.85594,-68.74005
"REM00028","BATH MUNICIPAL LANDFILL -OLD","","DETRITUS DRIVE","BATH","SAGADAHOC",12,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",43.9408,-69.82343
"REM00029","BATH MUNICIPAL LANDFILL - NEW","","DETRITUS DRIVE","BATH","SAGADAHOC",10,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",07/31/2002,"LANDFILL CLOSURE",43.94238,-69.82296
"REM00033","BELMONT MUNICIPAL LANDFILL","","OLD CRIE RD","BELMONT","WALDO",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.35878,-69.12918
"REM00038","BLUE HILL MUNICIPAL LANDFILL","","TURKEY FARM RD.","BLUE HILL","HANCOCK",4,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1987,"LANDFILL CLOSURE",44.4431,-68.57165
"REM00039","BOOTHBAY MUNICIPAL LANDFILL","","COUNTRY CLUB RD","BOOTHBAY","LINCOLN",6,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/03/2013,"LANDFILL CLOSURE",43.87926,-69.61954
"REM00040","BOWDOINHAM MUNICIPAL LANDFILL","","CARDING MACH RD","BOWDOINHAM","SAGADAHOC",3,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1992,"LANDFILL CLOSURE",44.05684,-69.83395
"REM00041","BOWERBANK MUNICIPAL LANDFILL","","BOWERBANK RD/BACK NEIGHBORHOOD RD.","BOWERBANK","PISCATAQUIS",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1998,"LANDFILL CLOSURE",45.27348,-69.21201
"REM00044","BRIDGEWATER MUNICIPAL LANDFILL","","CORNER ROAD","BRIDGEWATER","AROOSTOOK",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",46.4571,-67.83592
"REM00045","BRIDGTON MUNICIPAL LANDFILL","","RT 117","BRIDGTON","CUMBERLAND",9,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1992,"LANDFILL CLOSURE",44.02668,-70.70295
"REM00046","BRIGHTON PLT. MUNICIPAL LANDFILL","","RT 154","BRIGHTON PLT","SOMERSET",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",45.03989,-69.68473
"REM00051","GRAHAM HILL RD. LANDFILL","","GRAHAM HILL RD","BRUNSWICK","CUMBERLAND",7,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",07/31/2004,"LANDFILL CLOSURE",43.97042,-70.03547
"REM00053","BRUNSWICK SAN. DIST. SLUDGE LANDFILL","","PLEASANT HILL RD","BRUNSWICK","CUMBERLAND",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1985,"LANDFILL CLOSURE",43.8921,-70.03136
"REM00056","BUCKFIELD STUMP DUMP","","RT 140","BUCKFIELD","OXFORD",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.31103,-70.36048
"REM00058","BURLINGTON/LOWELL MUNICIPAL LANDFILL","","RT 188","BURLINGTON","PENOBSCOT",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",45.20867,-68.43502
"REM00060","GROVEVILLE LANDFILL","","CHURCH HILL RD","BUXTON","YORK",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",43.67021,-70.51583
"REM00061","TOWN FARM RD. LANDFILL","","TOWN FARM RD","BUXTON","YORK",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",43.61199,-70.50529
"REM00065","JACOBS QUARRY LANDFILL","","UNION STREET","ROCKPORT","KNOX",4,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",07/31/2004,"LANDFILL CLOSURE",44.19785,-69.06715
"REM00067","CANTON MUNICIPAL LANDFILL","","JONES RD","CANTON","OXFORD",6,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",44.45495,-70.29266
"REM00069","CARATUNK, FORKS, AND WEST FORKS MUNICIPAL LANDFILL","","LOWER ENCHANTED RD OFF RT 201","WEST FORKS PLT","SOMERSET",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/01/1950,"LANDFILL CLOSURE",45.36969,-70.02546
"REM00071","CARTHAGE MUNICIPAL LANDFILL","","RT 142","CARTHAGE","FRANKLIN",3,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",07/31/2004,"LANDFILL CLOSURE",44.62107,-70.44986
"REM00072","CASCO MUNICIPAL LANDFILL","","LEECH HILL RD","CASCO","CUMBERLAND",7,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1992,"LANDFILL CLOSURE",43.99056,-70.54492
"REM00073","CASTINE MUNICIPAL LANDFILL","","RT 166A","CASTINE","HANCOCK",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.42338,-68.80322
"REM00074","CHARLESTON MUNICIPAL LANDFILL","","ROUTE 15","CHARLESTON","PENOBSCOT",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",45.07472,-69.07679
"REM00080","CHESUNCOOK MUNICIPAL LANDFILL","","TRAIL 3/4 MILE WEST OF VILLAGE","CHESUNCOOK TWP","PISCATAQUIS",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",46.06306,-69.42246
"REM00081","CHINA MUNICIPAL LANDFILL","","ALDER PARK RD","CHINA","KENNEBEC",5,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",44.42399,-69.52375
"REM00083","COBURN GORE MUNICIPAL LANDFILL","","ROUTE 27","COBURN GORE","FRANKLIN",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1985,"LANDFILL CLOSURE",45.37862,-70.80293
"REM00084","CODYVILLE MUNICIPAL LANDFILL","","RT 6","CODYVILLE PLT","WASHINGTON",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",45.44576,-67.6856
"REM00086","CONNOR TWP. MUNICIPAL LANDFILL","","BEAULIEU RD","CONNOR TWP","AROOSTOOK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",46.96901,-67.9835
"REM00087","COOPER MUNICIPAL LANDFILL","","RT 191","COOPER","WASHINGTON",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.99175,-67.45918
"REM00089","CORINTH MUNICIPAL LANDFILL","CORINTH DUMP","NOTCH RD","CORINTH","PENOBSCOT",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/31/2014,"LANDFILL CLOSURE",44.96722,-68.99951
"REM00090","CORNISH MUNICIPAL LANDFILL","","RTE 25/OSSIPEE RIVER","CORNISH","YORK",5,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",43.8062,-70.84522
"REM00091","CORNVILLE MUNICIPAL LANDFILL","","HUFF RD","CORNVILLE","SOMERSET",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.83212,-69.65602
"REM00092","CHEBEAGUE ISLAND LANDFILL","","CHEBEAGUE ISLAND NORTH RD","CHEBEAGUE ISLAND","CUMBERLAND",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",43.73239,-70.12383
"REM00093","DROWNE RD. LANDFILL","","DROWNE RD","CUMBERLAND","CUMBERLAND",8,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/09/2014,"LANDFILL CLOSURE",43.78835,-70.24924
"REM00095","DAMARISCOTTA MUNICIPAL LANDFILL","","STANDPIPE RD","DAMARISCOTTA","LINCOLN",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1987,"LANDFILL CLOSURE",44.03842,-69.48699
