Report Submission Source,Report Number,Multiple Rows per Incident,Report Type,Date of Incident,Time of Incident,NRC Number,Federal DOT Agency Name,Federal DOT Report Number,Incident City,Incident County,Incident State,Incident Postal Code,Incident Non-US State,Incident Country,Incident Route,Mode of Transportation,Transportation Phase,Carrier/Reporter Name,Carrier/Reporter Street Name,Carrier/Reporter City,Carrier/Reporter State,Carrier/Reporter Postal Code,Carrier/Reporter Non-US State,Carrier/Reporter FED DOT ID,Carrier/Reporter HAZMAT Reg ID,Carrier/Reporter Country,Shipper Name,Shipper Street Name,Shipper City,Shipper State,Shipper Postal Code,Shipper Non-US State,Shipper Country,Shipper Waybill/Shipping Paper,Shipper HAZMAT Registration ID,Origin City,Origin State,Origin Postal Code,Origin Non-US State,Origin Country,Destination City,Destination State,Destination Postal Code,Destination Non-US State,Destination Country,Commodity Short Name,Commodity Long Name,Technical/Trade Name,Identification Number,Hazardous Class Code,Hazardous Class,Packing Group,Quantity Released,Unit of Measure,HAZMAT Waste Indicator,HAZMAT Waste EPA Number,HMIS Toxic by Inhalation Ind,TIH Hazard Zone,Material Shipment Approval Ind,Material Shipment Approval Nbr,Undeclared HAZMAT Shipment Ind,Packaging Type,What Failed Code,What Failed Description,How Failed Code,How Failed Description,Failure Cause Code,Failure Cause Description,Identification Markings,Cont1 Packaging Type,Cont1 Material of Construction,Cont1 Head Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Package Amount,Cont1 Package Amount UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont1 Package Manufacturer,Cont1 Pkg Manufacturer Date,Cont1 Package Serial Number,Cont1 Package Last Test Date,Cont1 Test Material Of Const,Cont1 Pkg Dsign Pressure Rpted,Cont1 Dsign Pressure UOM Rpted,Cont1 Pkg Shell Thickness Rptd,Cont1 Shell Thickness UOM Rptd,Cont1 Head Thickness Reported,Cont1 Head Thickness UOM Rpted,Cont1 Pkg Srvc Pressure Rpted,Cont1 Srvc Pressure UOM Rpted,Cont1 Valve or Device Fail Ind,Cont1 Valve or Device Type,Cont1 Val Device Manufacturer,Cont1 Valve or Device Model,Cont2 Package Type,Cont2 Material of Construction,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Package Amount,Cont2 Package Amount UOM,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,RAM Package Category,RAM Package Certification,RAM Package Certification Nbr,RAM Nuclide(s) Present,RAM Transport Index,RAM UOM,RAM Activity Rpted,RAM UOM Rpted,RAM Activity,RAM Activity UOM,RAM Material Safety Index,Spillage (Result) Ind,Fire (Result) Ind,Explosion (Result) Ind,Water Sewer (Result) Ind,Gas Dispersion (Result) Ind,Environmental Damage (Result),No Release (Result) Ind,Fire/EMS Report Ind,Fire EMS/EMS Report Nbr,Police Report Ind,Police Report Nbr,In-House Cleanup Ind,Other Cleanup Ind,Damage More Than 500,Material Loss,Carrier Damage,Property Damage,Response Cost,Remediation Cleanup Cost,Damage Other (Old Form),Total Amount of Damages,HAZMAT Fatality Indicator,HAZMAT Fatalities Employees,HAZMAT Fatalities Responders,HAZMAT Fatality General Public,Total Hazmat Fatalities,Non_HAZMAT Fatality Indicator,Non-HAZMAT Fatalities,HAZMAT Injury Indicator,HAZMAT Hospitalized Employees,HAZMAT Hospitalized Responders,HAZMAT Hospitalized Gen Public,HAZMAT Hospitalized (Old Form),Total Hazmat Hosp Injuries,HAZMAT NonHosp Employees,HAZMAT NonHosp Responders,HAZMAT NonHosp General Public,HAZMAT NonHosp (Old Form),Total Hazmat NonHosp Injuries,Total Hazmat Injuries,Evacuation Indicator,Public Evacuated,Employees Evacuated,Total Evacuated,Total Evacuation Hours,Major Artery Closed,Major Artery Hours Closed,Material Involved in Accident,Estimated Speed,Weather Conditions,Vehicle Overturn,Vehicle Left Roadway/Track,Passenger Aircraft Indicator,Cargo Passenger Baggage Ind,Incident Occurrence,Shipphase Non-Transported Ind,Shipphase Air First Flight Ind,Shipphase Air SubFlight Ind,Shipphase Init Transport Ind,Shipphase Transfer Indicator,Contact Name,Contact Title,Contact Business Name,Contact Street,Contact City,Contact State,Contact Postal Code,Contact Non-US State,Contact Country,Preparer of Incident Report,Description of Events,Recommendations/Actions Taken,HMIS Serious Incident Ind,HMIS Serious Fatality,HMIS Serious Injury,HMIS Serious Flight Plan,HMIS Serious Evacuations,HMIS Serious Major Artery,HMIS Serious Bulk Release,HMIS Serious Marine Pollutant,HMIS Serious Radioactive,HMIS General Package Type,HMIS Container Code,HMIS Container Description,HMIS Bulk Incident Indicator,Undeclared Shipment
Paper,I-2000100375,No,A hazardous material incident,07/11/2000,2045,,,,DALLAS-FORT WORTH REGIONA,DALLAS,TX,,,US,DALLAS,Air,IN TRANSIT,AMERICAN AIRLINES  INC.,4333 AMON CARTER BLVD,FORT WORTH,,76155,TX,533344,,UNITED STATES,AMERICAN AIRLINES INC,John F. Kennedy International Airport,NEW YORK,,N/A,NY,UNITED STATES,WAYBILL#001JFK00,,JAMAICA,NEW YORK,11430,,US,FORT WORTH,TEXAS,76177,,US,BATTERIES  WET  FILLED W,BATTERIES  WET  FILLED WITH ALKALI  ELECTRIC STORAGE,AIRCRAFT BATTERIES,UN2795,8,CORROSIVE MATERIAL,,0,,No,,No,,No,,Yes,Non-Bulk,,,,,,,,,,,100.09,SLB,,,2,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,100.09,SLB,,,2,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,JIM KLIR,SECURITY & ENV OFFICER,,,,,,,US,,UNIT WAS OPENED IN CARGO AND AWB# 00334213 WAS FOUND TO BE LEAKING.  THE BATTERY HAD APPEARED TO HAVE LEAKED IN THE L04 CONTAINER.  SMALL AMOUNT OF BATTERY FLUID WAS CLEANED AND DISPOSED OF.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX,Box  wood or fiberboard not specified,No,Yes
Paper,I-1996070573,No,A hazardous material incident,06/25/1996,1355,,,,HODGKINS,COOK,IL,,,US,ONE UPS WAY,Highway,UNLOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,TRAYCO  INC,10920 DENNIS RD,DALLAS,,75229,TX,UNITED STATES,,,DALLAS,TEXAS,75229,,US,DANVILLE,ILLINOIS,61832,,US,ADHESIVES  CONTAINING A ,ADHESIVES  CONTAINING A FLAMMABLE LIQUID,,UN1133,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.023438,LGA,No,,No,,No,,No,Non-Bulk,103; 109,Basic Material; Closure (e.g.  Cap  Top  or Plug),; ,; ,; ,; ,,,,,4,LGA,,,1,1,BOX USA,,,,,,,,,,,,,No,,,,,,1,LGA,,,4,2,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,50,0,50,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,STEPHEN MEILAHN,PSC CLERK,,,,,,,US,,I WAS CALLED TO BAY 57 TO CLEAN UP A FLAMMABLE LIQUID.  USED DECISION TREE.  I BROUGHT THE FLAMMABLE LIQUID TO THE DOT CAGE AND PROCESSED IT THRU DMP PROCEDURE.  BALANCE RTS DIR #4052743,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
XML,X-2013020092,No,A hazardous material incident,01/12/2013,0415,,,,Kernersville,FORSYTH,NC,27284,,US,1544 Old Greensboro Rd,Highway,IN TRANSIT,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,051910551007S,UNITED STATES,LEICA BIOSYSTEMS RICHMOND  INC.,5205 RTE 12,RICHMOND,,60071,IL,UNITED STATES,60226515936715,,RICHMOND,ILLINOIS,60071,,US,GREENVILLE,NORTH CAROLINA,27858,,US,ALCOHOLS  N.O.S.,ALCOHOLS  N.O.S.,ETHANOL GASOLINE,UN1987,3,FLAMMABLE - COMBUSTIBLE LIQUID,II,0.000264,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,526,Loose Closure  Component  or Device,,Box,Fiberboard,,,,,,,,,,,,,,,,,,,,,No,,,,Bottle,Plastic,,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,GEORGE FETSKO,SAFETY PROCESS SPECIALIST I - HAZMAT,Fedex Ground Package System  Inc.,1000 Fedex Drive,Moon Township,PA,15108,,US,Carrier,The package was unloaded with leakage noted on the box.  Examination of the inner container revealed that the container(s) had loose cap(s) and leaked.  The leakage was contained.  The cap(s) were secured.  The carton was wet but otherwise undamaged.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2000061181,No,A hazardous material incident,05/31/2000,1000,,,,COLUMBUS,FRANKLIN,OH,,,US,1640 ALUM CREEK DRIVE,Air,LOADING,FEDERAL EXPRESS CORPORATION,2900 BUSINESS PARK DR,MEMPHIS,,38118,TN,0,,UNITED STATES,IMMUNEX,1135 HEIL QUAKER BLVD STE 100,LA VERGNE,,37086,TN,UNITED STATES,473979745992,,LA VERGNE,TENNESSEE,37086,,US,GROVEPORT,OHIO,43125,,US,TOXIC LIQUIDS  ORGANIC  ,TOXIC LIQUIDS  ORGANIC  N.O.S.,METHYLENE CHLORIDE,UN2810,6.1,POISONOUS MATERIALS,,0.000528,LGA,No,,No,,No,,Yes,Non-Bulk,103,Basic Material,,,,,,,,,0.6250,LGA,,,100,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,0.6250,LGA,,,100,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,CAROLE ANNE SCIONE,SR SAFETY SPECIALIST,,,,,,,US,,THIS PACKAGE WAS FOUND TO BE LEAKING WHILE IN THE FEDEX WAREHOUSE. THIS HAD BEEN SENT AS EXCEPTED QUANTITY AND THE UN NUMBER ON THE LABEL COMPLETED BY THE SHIPPER LISTED UN 2811. THIS UN CORRESPONDS TO  TOXIC SOLIDS ORGANIC N.O.S.  PROPER SPILL CLEANUP PROCEDURES WERE USED. THERE WAS NO CUSHIONING MATERIAL NOTED BY THE DG/SPILL SPECIALIST. AS THIS IS REQUIRED PER IATA 2.7.8.3 THIS IS BELIEVED TO BE A HIDDEN PACKAGE DISCREPANCY. IN ADDITION  ALTHOUGH THE UN # USED BY THE SHIPPER WAS FOR A SOLID  THE MATERIAL WAS A LIQUID. IN ADDITION  THERE WAS PAPERWORK INSIDE THE SHIPMENT THAT INDICATED THAT THE UN # WAS UN 2810. THIS CORRESPONDS TO  TOXIC LIQUID ORGANIC N.O.S.  THIS IS BELIEVED TO BE THE SECOND DISCREPANCY- INCORRECT UN # USED. FINALLY  IF THIS IS INDEED UN 2810 AND IS A LIQUID  THERE WAS NO ABSORBENT MATERIAL WHICH IS REQUIRED FOR LIQUIDS OF EXCEPTED QUANTITY AS OUTLINED IN IATA 2.7.8.3. AS THE PACKAGE IS BELIEVED TO CONTAIN HIDDEN DISCREPANCIES  F.A.A. AGENT PETER ARGEN WAS NOTIFIED. THE PACKAGE WAS HELD PENDING HIS INVESTIGATION.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,Yes
Web,E-2013090004,No,A hazardous material incident,08/08/2013,0121,,,,SOUTH WINDSOR,HARTFORD,CT,06074,,US,540 Sullivan Ave.,Highway,IN TRANSIT,R & L CARRIERS  INC.,600 GILLIAM RD,WILMINGTON,,45177,OH,675995,,UNITED STATES,DURANT PERFORMANCE COATINGS  INC.,112 RAILROAD AVE,REVERE,,02151,MA,UNITED STATES,,,REVERE,MASSACHUSETTS,02151,,US,RENSSELAER,NEW YORK,12144,,US,RESIN SOLUTION  FLAMMABLE,RESIN SOLUTION  FLAMMABLE,RESIN SOLUTIONS,UN1866,3,FLAMMABLE - COMBUSTIBLE LIQUID,III,1,LGA,No,,No,,No,,No,Non-Bulk,104,Body,309,Punctured,521,Inadequate Preparation for Transportation,,Box,Paper  multi-wall,,4,LGA,4,LGA,100,1,,,,,,,,,,,,,,No,,,,Bottle,Plastic,,,,,,,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,No,Yes,Yes,0,0,0,0,1500,0,1500,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MATTHEW ANDRLE,PROJECT MANAGER,Emergency Response & Training Solutions,6001 Cochran Rd. Suite 300,Solon,OH,44139,,US,Other-third party representati,On August 8  2013  an R&L Carriers terminal experienced the release of UN1866 product due to a loadshift. An environmental contractor was dispatched to the site. The damaged container was placed into an over pack drum and staged onsite for handling by R&L Carriers.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX,Box  wood or fiberboard not specified,No,No
Web,E-2008050228,No,A hazardous material incident,04/15/2008,2325,,,,ANTIOCH,DAVIDSON,TN,37013,,US,3960 Logistics Way,Highway,LOADING,FEDEX FREIGHT  INC.,2200 FORWARD DR,HARRISON,,72601,AR,1535278,051801007004JL,UNITED STATES,THE PARTS STORE,1513 W MARTIN LUTHER KING,FAYETTEVILLE,,72701,AR,UNITED STATES,1539713081,,FAYETTEVILLE,ARKANSAS,72701,,US,RUSSELLVILLE,KENTUCKY,42276,,US,PAINT INCLUDING PAINT  L,PAINT INCLUDING PAINT  LACQUER  ENAMEL  STAIN  SHELLAC SOLUTIONS  VARNISH  POLISH  LIQUID FILLER AND LIQUID LACQUER BASE,,UN1263,3,FLAMMABLE - COMBUSTIBLE LIQUID,I,0.50,LGA,No,,No,,No,,No,Non-Bulk,103,Basic Material,308,Leaked,517,Improper Preparation for Transportation,,Box,Fiberboard,,4,LGA,4,LGA,4,1,,,,,,,,,,,,,,No,,,,Can,Metal (any type),1,LGA,1,LGA,16,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,SSUANN VARDAMAN-ENGEL,EMERGENCY RESPONSE COORDINATOR,FedEx Freight Chemical Mgmt,1805 East 23rd Street,LITTLE ROCK,AR,72206,,US,Carrier,Freight was not properly blocked and braced & fell over in transit allowing product to leak out. All product was absorbed with oil dry and placed into a salvage drum and was handled according to all local  state  and federal regulations.  ,Responsible associate has been shown proper freight handling and loading techniques.  ,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2013030280,Yes,Undeclared Shipment with no Release,02/27/2013,1800,,,,SIOUX CITY,WOODBURY,IA,51104,,US,1501 TERMINAL DRIVE,Highway,UNLOADING,UNITED PARCEL SERVICE CO.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,0,,UNITED STATES,INDIVIDUAL,245 ELM STREET,LE MARS,,51031,IA,UNITED STATES,1Z2E172W0395969944,,LE MARS,IOWA,51031,,US,WICHITA,KANSAS,67230,,US,AEROSOLS  FLAMMABLE  (EA,AEROSOLS  FLAMMABLE  (EACH NOT EXCEEDING 1 L CAPACITY),(ACETONE  MEDIUM ALI,UN1950,2.1,FLAMMABLE GAS,,0,,No,,No,,No,,Yes,Non-Bulk,128; 103,Inner Packaging; Basic Material,; ,; ,; ,; ,,Box,Fiberboard,,0.25,LGA,0.1875,LGA,1,0,INTERNATIONAL PAPER,,,,,,,,,,,,,No,,,,Bottle,Metal (any type),12,LOZ,12,LOZ,2,0,,FALSE,,,,,,,0,,,No,No,No,No,No,No,Yes,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,GARY DEWEERD,DANGEROUS GOODS MANAGER,UNITED PARCEL SERVICE,12380 MORRIS RD,ALPHARETTA,GA,30005,,US,Carrier,PACKAGE WAS FOUND ON LOCAL SORT DURING A PACKAGE AUDIT. SHIPPER SENDING NON-DECLARED HAZARDOUS MATERIALS PACKAGES.,NO COMMENTS PROVIDED.,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,Yes
Paper,I-2003100525,No,A hazardous material incident,09/15/2003,0745,,,,TROOPER,MONTGOMERY,PA,,,US,603 GENERAL WASHINGTON AVE,Highway,N/A,DHL EXPRESS (USA)  INC.,7600 HOLSTEIN AVE,PHILADELPHIA,,19153,PA,0,,UNITED STATES,UNIQUE PHOTO  INC.,123 US HIGHWAY 46,FAIRFIELD,,07004,NJ,UNITED STATES,MRR43238748265KO,,FLORHAM PARK,NEW JERSEY,07932,,US,NORRISTOWN,PENNSYLVANIA,19403,,US,CORROSIVE LIQUIDS  N.O.S.,CORROSIVE LIQUIDS  N.O.S.,1 1 1 3 3  3-HEXAFLUORO-2-PROPANOL,UN1760,8,CORROSIVE MATERIAL,,0.066043,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),,,508,Defective Component or Device,,,,,10.57,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,2.64,LGA,,,4,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,CHRISTOPHER KATZ,FSS MID,,,,,,,US,,PACKAGE LEAKING REPORTED BY SHARON O'BRIEN (DRIVER) TO CHARLES PADGETT (FSS AM) AT 0745 ON 9/15. SPILL WAS CONTAINED BY MR PADGETT IN 2 HEAVY CLEAN PLASTIC BAGS. CHRIS KATZ (FSS MID) NOTIFIED 1330 ON 9/16 AND CALL WAS MADE TO ABX HAZ HOTLINE AT 1340 AFTER RETRIEVING SHIPPING PAPERS AND INVOICE BY MR KATZ,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2000101706,No,A hazardous material incident,05/16/2000,0045,,,,LENEXA,JOHNSON,KS,,,US,14650 SANTA FE TRAIL DRIVE,Highway,IN TRANSIT STORAGE,UNITED PARCEL SERVICE OF AMERICA  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,0,,UNITED STATES,SKYBRYTE COMPANY INC,3125 PERKINS AVE,CLEVELAND,,44114,OH,UNITED STATES,,,CLEVELAND,OHIO,44114,,US,LINDSBORG,KANSAS,67456,,US,PHOSPHORIC ACID SOLUTION,PHOSPHORIC ACID SOLUTION,,UN1805,8,CORROSIVE MATERIAL,,0.25,LGA,No,,No,,No,,No,Non-Bulk,103; ,Basic Material; ,; ,; ,526; 538,Loose Closure  Component  or Device; Water Damage,,,,,3,LGA,,,1,1,CHESAPEAKE,,,,,,,,,,,,,No,,,,,,0.25,LGA,,,12,10,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,75,0,75,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MATTHEW R GIBSON,HAZ-MAT RESPONDER,,,,,,,US,,A SUPERVISOR NOTICED A LEAKING PACKAGE LABELED DOT CORROSIVE  ACCESS TO THE AREA WAS RESTRICTED AND A DESIGNATED RESPONDER WAS NOTIFIED. THE UPS DECISION TREE AND CORROSIVE LIQUID RESPONSE SHEET WERE CONSULTED.  FULL PPE WAS DONNED.  THE LIQUID HAD A BEGINNING PH OF O. SODIUM BICARBONATE WAS USED TO NEUTRALIZE THE LIQUID AND BRING IT TO A NEUTRAL 6 READING. CLAY BASED ABSORBANT WAS USED TO ABSORB ALL LIQUID. ALL CONTAMINATED MATERIALS WERE DISPOSED OF THRU UPS DMP PROCEDURES.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2001090489,No,A hazardous material incident,08/23/2001,0416,,,,GAFFNEY,CHEROKEE,SC,,,US,129 PLEASANT SCHOOL RD,Highway,LOADING,UPS GROUND FREIGHT  INC.,1000 SEMMES AVE,RICHMOND,,23224,VA,121058,,UNITED STATES,U S GOVT - DEFENSE DEPOT(DGSC),EXIT 67 CHIPEAHAM PKWY,RICHMOND,,23297,VA,UNITED STATES,310 880636 RO,,RICHMOND,VIRGINIA,23297,,US,MIAMI,FLORIDA,33172,,US,METHYL ETHYL KETONE,METHYL ETHYL KETONE,,UN1193,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.50,LGA,No,,No,,No,,No,Non-Bulk,103; 103; ,Basic Material; Basic Material; ,309; 305; 309,Punctured; Crushed; Punctured,; ; ,; ; ,,,,,6.88,LGA,,,8,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1,LGA,,,48,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,200,0,200,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,JAMES C ELLIS,O S & D CLERK,,,,,,,US,,PER SUPERVISOR FOUND LOADED IN TRL WITH LEAKAGE OF LCS DAMAGED CAUSED & PUNCTURED 1 GALLON CAN BY FORKLIFT.  PROPER DISPOSAL CONDUCTED.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
Paper,I-2006040064,Yes,A hazardous material incident,03/21/2006,0545,,,,JACKSONVILLE,DUVAL,FL,32219,,US,4420 IMESON ROAD,Highway,UNLOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,SUNSHINE HARDWARE  INC.,9100 BONITA BEACH RD SE,BONITA SPRINGS,,34135,FL,UNITED STATES,1Z3628120341403790,,BONITA SPRINGS,FLORIDA,34135,,US,MADISON,WISCONSIN,53704,,US,MERCURY,MERCURY,ELEMENTAL MERCURY,UN2809,8,CORROSIVE MATERIAL,III,0.6250,LGA,No,,No,,No,,Yes,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),311,Structural,521,Inadequate Preparation for Transportation,,Box,Fiberboard,,8.75,LGA,1.25,LGA,1,1,,,,,,,,,,,,,,No,,,,Cylinder,Glass  procelain  or stoneware,5,LLB,5,LLB,2,2,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,No,Yes,Yes,0,0,0,3500,0,0,3500,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,Yes,0,500,500,1,No,0,No,0,,No,No,No,,,No,No,No,No,No,BRAD COOK,DANGEROUS GOODS,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328,,US,Carrier,SORTER NOTICED LEAKAGE  SUPERVISOR SECURED AREA  RESPONDER EVACUATED AREA  MANAGER EVACUATED BUILDING.,,Yes,No,No,No,Yes,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,Yes
XML,X-2012020182,No,A hazardous material incident,01/30/2012,1100,,,,LAKE ORION,OAKLAND,MI,48359,,US,1601 BROWN RD,Highway,IN TRANSIT,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,051910551007S,UNITED STATES,PURE HEALTH PRODUCTS,7655 W GULF TO LAKE HWY,CRYSTAL RIVER,,34429,FL,UNITED STATES,299509760011001,,CRYSTAL RIVER,FLORIDA,34429,,US,LAKE ORION,MICHIGAN,48360,,US,HYDROGEN PEROXIDE  AQUEO,HYDROGEN PEROXIDE  AQUEOUS SOLUTIONS WITH NOT LESS THAN 20 PERCENT BUT NOT MORE THAN 40 PERCENT HYDROGEN PEROXIDE (STABILIZED AS NECESSARY),WOOD BLEACH PART 2,UN2014,5.1,OXIDIZER,II,0.039062,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,515,Human Error,,Box,Fiberboard,,0,,0,,,,,,,,,,,,,,,,,No,,,,Bottle,Plastic,,,,,,,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,GEORGE FETSKO,SAFETY PROCESS SPECIALIST I - HAZMAT,Fedex Ground Package System  Inc.,1000 Fedex Drive,Moon Township,PA,15108,,US,Carrier,The package was dropped in handling.  Examination of the inner container revealed a ruptured seam which allowed the contents to escape. The leakage was contained.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
